S No.,Title,Decisions,Words
2421,Samsung Electronics jumps over 4 per cent on restructuring speculation,"{""Samsung Electronics"": ""positive""}",10
2422,Samvat survey: D-Street sees Sensex at 33k by next Diwali,"{""Sensex"": ""neutral""}",10
2423,SE Investments net profit up two-fold at Rs 61 crore,"{""SE Investments"": ""positive""}",10
2424,"Sebi orders to defreeze bank, demat accounts of MTZ Polyfilms","{""MTZ Polyfilms"": ""positive"", ""Sebi"": ""neutral""}",10
2425,"Second rung banks may give 10%-12% return: Hemang Jani, Sharekhan","{""Sharekhan"": ""neutral""}",10
2426,Sector rotation will ensure the Nifty remains up: Ashwani Gujral,"{""Nifty"": ""positive""}",10
2427,Seeing decent growth in auto stocks ahead: Networth Stock Broking,"{""auto stocks"": ""positive""}",10
2428,Sensex @ life high; outshines global peers post QE era,"{""Sensex"": ""positive""}",10
2429,"Sensex conquers 27,000; over 300 stocks hit fresh 52-week high","{""Sensex"": ""positive""}",10
2430,Shangai stock index hits 8-month high despite worries over economy,"{""Shangai stock index"": ""positive""}",10
2431,Shriram Transport Finance net up 7% to Rs 366 cr,"{""Shriram Transport Finance"": ""positive""}",10
2432,Sintex Q3 net profit jumps 91.27% to Rs 162.03 crore,"{""Sintex"": ""positive""}",10
2433,SJVN Q2 standalone Net rises 7.4% to Rs 415.63 crore,"{""SJVN"": ""positive""}",10
2434,SJVNL Q3 net profit rises 10% to Rs 210.93 crore,"{""SJVNL"": ""positive""}",10
2435,SKF profit increases 50.32% to Rs 48.39 crore in Oct-Dec,"{""SKF"": ""positive""}",10
2436,Smallcap capital goods stocks finding favour with investors: Harendra Kumar,"{""Smallcap capital goods stocks"": ""positive""}",10
2437,SMS Pharma surges 11% on USFDA nod for Andhra plant,"{""SMS Pharma"": ""positive""}",10
2438,Sobha Q2 net profit up 13% at Rs 56.6 cr,"{""Sobha"": ""positive""}",10
2439,"Softer rupee, low valuations make D-Street bullish on IT stocks","{""IT stocks"": ""positive""}",10
2440,Somany Ceramics Q1 profit jumps 10.43% to Rs 5.82 crore,"{""Somany Ceramics"": ""positive""}",10
2441,Sparsh BPO to delist from BSE; shares soars 10 pc,"{""Sparsh"": ""positive""}",10
2442,Stable market to arrest slide of banking stocks: Deven Choksey,"{""banking stocks"": ""neutral""}",10
2443,"Standard Chartered axes 15,000 jobs, raises $5.1 billion in capital","{""Standard Chartered"": ""positive""}",10
2444,Steady track record to drive profit numbers for Shriram Transport,"{""Shriram Transport"": ""positive""}",10
2445,Strides Arcolab shares gain 9% on merger with Shasun Pharma,"{""Strides Arcolab"": ""positive"", ""Shasun Pharma"": ""neutral""}",10
2446,Strong German retail sales keep European shares near 7-year highs,"{""European shares"": ""positive""}",10
2447,Suggest to buy TVS in the auto sector: Nitin Raheja,"{""TVS"": ""positive""}",10
2448,Sundram Fasteners net zooms to Rs 21 cr in Q3,"{""Sundram Fasteners"": ""positive""}",10
2449,Suven Life Sciences could be a dark horse: Devang Mehta,"{""Suven Life Sciences"": ""positive""}",10
2450,Tech Mahindra gains on buyout buzz of Hutch's India BPO,"{""Tech Mahindra"": ""positive"", ""Hutch"": ""neutral""}",10
2451,Texmaco Rail on fast track as wagon demand picks up,"{""Texmaco Rail"": ""positive""}",10
2452,Textile companies' good run likely to last for another year,"{""Textile companies"": ""positive""}",10
2453,The markets fall is only a much-needed correction: Ashwani Gujral,"{""markets"": ""neutral""}",10
2454,"Tight supply lifts mentha oil futures, up 0.53 per cent","{""mentha oil futures"": ""positive""}",10
2455,Torrent Pharmaceuticals Q2 net zooms three-fold to Rs 568 crore,"{""Torrent Pharmaceuticals"": ""positive""}",10
2456,Tree Line Asia Master Fund buys 4.6 lakh PVR shares,"{""PVR"": ""positive"", ""Tree Line Asia Master Fund"": ""neutral""}",10
2457,Tube Investments climbs 11% on stake sale in insurance JV,"{""Tube Investments"": ""positive""}",10
2458,Tube Investments set for upgrade after insurance JV stake sale,"{""Tube Investments"": ""positive""}",10
2459,TVS Motor ends 4% higher as Q4 results meet estimates,"{""TVS Motor"": ""positive""}",10
2460,TVS Motors surges 6% as October sales jump 14% YoY,"{""TVS Motors"": ""positive""}",10
2461,Unitech to sell non-core lands to cut debt; stock up,"{""Unitech"": ""positive""}",10
2462,UP-based sugar firms gain on SP win in state polls,"{""UP-based sugar firms"": ""positive""}",10
2463,UP-based sugar stocks rally upto 11% despite concerns over shutdown,"{""UP-based sugar stocks"": ""positive""}",10
2464,"Uptrend still on in Indiabulls Finance: Kunal Saraogi, Technical Analyst","{""Indiabulls Finance"": ""positive""}",10
2465,US-based retirement fund buys 64.64 lakh shares of Dish TV,"{""Dish TV"": ""positive""}",10
2466,Use fall in HCL Tech to buy it: Gajendra Nagpal,"{""HCL Tech"": ""positive""}",10
2467,"UTI truly independent, IPO to strengthen this character: Leo Puri","{""UTI"": ""positive""}",10
2468,Utilise each opportunity to buy into IT companies: Arindam Ghosh,"{""IT companies"": ""positive""}",10
2469,UTV Software gains as CCEA clears buyout by Walt Disney,"{""UTV Software"": ""positive"", ""Walt Disney"": ""neutral""}",10
2470,Videocon Industries jumps over 10 per cent on fund-raising plan,"{""Videocon Industries"": ""positive""}",10
2471,Vishal Retail climbs 5 pc on MoU approval with TPG,"{""Vishal Retail"": ""positive"", ""TPG"": ""neutral""}",10
2472,Vishal Retail up 2 per cent on deal with TPG,"{""Vishal Retail"": ""positive"", ""TPG"": ""neutral""}",10
2473,"V-Mart attractive bet in retail space: Vinay Khattar, Edelweiss Financial","{""V-Mart"": ""positive"", ""Edelweiss Financial"": ""neutral""}",10
2474,Volatile markets end higher; Sensex closes higher by 185 points,"{""Sensex"": ""positive""}",10
2475,"VST Industries: Analysts remain bullish, despite continuation of poor performance","{""VST Industries"": ""positive""}",10
2476,Westlife raises Rs 180 cr via preferential issue of shares,"{""Westlife"": ""positive""}",10
2477,"Westpac Banking Corp eyes China, India for commodities trade growth","{""Westpac Banking Corp"": ""positive""}",10
2478,Whirlpool Q2 net rises over two-fold to Rs 40.72 crore,"{""Whirlpool"": ""positive""}",10
2479,"Wipro gets BSE, NSE approval to merge subsidiaries with itself","{""Wipro"": ""positive"", ""BSE, NSE"": ""neutral""}",10
2480,XL Energy bags Rs 130 mn solar power contract;stk up,"{""XL Energy"": ""positive""}",10
2481,YES Bank Q1 profit up 9.6% at Rs 439.5 crore,"{""YES Bank"": ""positive""}",10
2482,Yuan rises slightly as lacklustre trade data offsets strong midpoint,"{""Yuan"": ""positive""}",10
2483,4930 would be the level to watch out for: BNP Paribas,"{""BNP Paribas"": ""neutral""}",11
2484,5270-5250 is the most preferred buying level for Nifty: Mitesh Thacker,"{""Nifty"": ""positive""}",11
2485,5850-5860 should be a good support level for Nifty: Ashwani Gujral,"{""Nifty"": ""neutral""}",11
2486,85 should be a good target for LT foods: Devang Visaria,"{""LT foods"": ""positive""}",11
2487,A soaring dollar could set off a currency war with China,"{""dollar"": ""positive""}",11
2488,ABB India net profit rises 33% as order execution picks up,"{""ABB India"": ""positive""}",11
2489,Abbott India Q2 net profit up 73% at Rs 30 crore,"{""Abbott India"": ""positive""}",11
2490,Ajanta Pharma Q3 net profit rises 38% to Rs 85 crore,"{""Ajanta Pharma"": ""positive""}",11
2491,Alembic may give good return over next 2-3 years: Shahina Mukadam,"{""Alembic"": ""positive""}",11
2492,Alembic Pharma Q4 net profit rises 14.74% to Rs 70.33 crore,"{""Alembic Pharma"": ""positive""}",11
2493,Alstom India shares surge 12% as parent firm weighs GE offer,"{""Alstom India"": ""positive"", ""GE"": ""neutral""}",11
2494,Amara Raja Batteries net profit at Rs 41 cr; stock up,"{""Amara Raja Batteries"": ""positive""}",11
2495,Amara Raja Batteries Q2 net up 23% at Rs 123 crore,"{""Amara Raja Batteries"": ""positive""}",11
2496,Amara Raja Batteries Q3 net up 17.6% at Rs 95.01 crore,"{""Amara Raja Batteries"": ""positive""}",11
2497,Amrutanjan Healthcare Q4 net up 89 pc to Rs 5.59 cr,"{""Amrutanjan Healthcare"": ""positive""}",11
2498,Anant Raj Group to exit hospitality biz; stock up nearly 6%,"{""Anant Raj Group"": ""positive""}",11
2499,APL Apollo Q3 net up 54 pc to Rs 13.01 cr,"{""APL Apollo"": ""positive""}",11
2500,Apollo Tyres December quarter net soars 87% to Rs 338 crore,"{""Apollo Tyres"": ""positive""}",11
2501,Arvind Ltd Q2 up 3.56 per cent to Rs 93.26 crore,"{""Arvind Ltd"": ""positive""}",11
2502,Ashwani Gujral's top picks: Good time to look at beaten-down mid-caps,"{""mid-caps"": ""neutral""}",11
2503,Asia seen buying more Black Sea wheat as rain boosts yields,"{""Black Sea wheat"": ""positive""}",11
2504,"Asian shares hit 1-year high on Wall St rally, Ukraine vote","{""Asian shares"": ""positive""}",11
2505,Axis Bank Q1 Net rises 18 per cent in first quarter,"{""Axis Bank"": ""positive""}",11
2506,Bafna Pharma Q2 net up 4 pc to Rs 1.28 cr,"{""Bafna Pharma"": ""positive""}",11
2507,Bajaj Finance continues to remain large part of portfolio: Prashasta Seth,"{""Bajaj Finance"": ""positive""}",11
2508,"Bajaj Holdings has corrected quite a bit: Ashwani Gujral, Market Strategist","{""Bajaj Holdings"": ""positive""}",11
2509,Balrampur Chini net losses narrows to Rs 63.90 crore in Q2,"{""Balrampur Chini"": ""positive""}",11
2510,"Bank of Baroda Q4 Net rises 12% to Rs 1,157 crore","{""Bank of Baroda"": ""positive""}",11
2511,Berger Paints Q4 Net profit up 4.95% at Rs 58.08 crore,"{""Berger Paints"": ""positive""}",11
2512,"Bharat Forge looks rich in valuations, further corrections likely: Sudip Bandopadhyay","{""Bharat Forge"": ""positive""}",11
2513,"Bhushan Steel could be a bigger reward giver: Deepak Mohoni, trendwatchindia.com","{""Bhushan Steel"": ""positive"", ""trendwatchindia.com"": ""neutral""}",11
2514,Biocon Q2 net profit up 20 pc at Rs 89 cr,"{""Biocon"": ""positive""}",11
2515,Birla Corp looks attractive as Lafarge deal expected to boost presence,"{""Birla Corp"": ""positive"", ""Lafarge"": ""neutral""}",11
2516,Blue Dart rallies post Q1 results; net profit up 33% YoY,"{""Blue Dart"": ""positive""}",11
2517,Blue Star climbs 6% as CCI approves merger with group companies,"{""Blue Star"": ""positive""}",11
2518,"BOC India poised for Rs 50-60 upmove: Bharat Gala, Ventura Securities","{""BOC India"": ""positive"", ""Ventura Securities"": ""neutral""}",11
2519,BofA Merrill Lynch retains buy on Cairn India post CEO exit,"{""Cairn India"": ""positive"", ""BofA Merrill Lynch"": ""neutral""}",11
2520,Bosch Q1 net up 26 per cent at Rs 326 crore,"{""Bosch"": ""positive""}",11
2521,Bosch Q3 Net up 30 per cent at Rs 306.36 crore,"{""Bosch"": ""positive""}",11
2522,"Brand value in Deccan Chronicle still intact: mbareesh Baliga, Way2Wealth Brokers","{""Deccan Chronicle"": ""positive"", ""Way2Wealth Brokers"": ""neutral""}",11
2523,"BS Transcomm debuts, soars over 22% in early trade on NSE","{""BS Transcomm"": ""positive"", ""NSE"": ""neutral""}",11
2524,Buy Coal India with a target of Rs 397: Mitesh Thacker,"{""Coal India"": ""positive""}",11
2525,Buy Zee Entertainment with a target of Rs 295: Ashwani Gujral,"{""Zee Entertainment"": ""positive""}",11
2526,Buying conviction will come at 4525-4540 levels on Nifty: Vijay Bhambwani,"{""Nifty"": ""positive""}",11
2527,"Calculus: Refining margins, paradip unit may boost Indian Oil Corporation's stock","{""Indian Oil Corporation"": ""positive""}",11
2528,Calcutta High Court extends status quo on sale of HPL shares,"{""HPL"": ""neutral""}",11
2529,Cement companies to benefit from peak construction season & strong demand,"{""Cement companies"": ""positive""}",11
2530,CESC Q2 standalone net profit jumps 25.7% to Rs 171 cr,"{""CESC"": ""positive""}",11
2531,Chana price rises by 0.38 per cent as demand picks up,"{""Chana"": ""positive""}",11
2532,"Chennai Petro extends rally post Q1 results, capex plans; stock surges","{""Chennai Petro"": ""positive""}",11
2533,Chennai Petro surges over 35% in two day on high volumes,"{""Chennai Petro"": ""positive""}",11
2534,China shares in April post biggest monthly rise for the year,"{""China shares"": ""positive""}",11
2535,"CIL IPO to give a 14-15% profit CAGR: Gopal Ritolia, IIFL","{""CIL"": ""positive"", ""IIFL"": ""neutral""}",11
2536,CNX IT may today break above the 200-day average: Mitesh Thacker,"{""CNX IT"": ""positive""}",11
2537,Cognizant beats every estimate driven by revival of US outsourcing services,"{""Cognizant"": ""positive""}",11
2538,Commexes turnover jumps by 53 pc in 1st fortnight of April,"{""Commexes"": ""positive""}",11
2539,Commexes turnover jumps by 54% till Mar 15 of this fiscal,"{""Commexes"": ""positive""}",11
2540,Commodity market can create additional 5 mn jobs in 5 years',"{""Commodity"": ""positive""}",11
2541,Competition Commission of India rules out allegations against Janta Land Promoters,"{""Janta Land Promoters"": ""positive"", ""Competition Commission of India"": ""neutral""}",11
2542,"Consumer cos will see more consistent growth: David Pezarkar, Daiwa AMC","{""Consumer cos"": ""positive"", ""Daiwa AMC"": ""neutral""}",11
2543,"Continue to hold ITC: Prashastha Seth, Sr. Fund Manager, IIFL Wealth","{""ITC"": ""positive"", ""IIFL Wealth"": ""neutral""}",11
2544,Corporation Bank net profit rises by 21 per cent in Q2,"{""Corporation Bank"": ""positive""}",11
2545,Cox & Kings Q2 Net up 78.69% at Rs 264 crore,"{""Cox & Kings"": ""positive""}",11
2546,Crisil shares hit 52-week high as net profits rises by 38.5%,"{""Crisil"": ""positive""}",11
2547,"Cyclicals will lead the next phase of rally: Ashwani Gujral, Ashwanigujral.com","{""Cyclicals"": ""positive""}",11
2548,Danone deal expected to act as a trigger for 'troubled' Wockhardt,"{""Wockhardt"": ""positive"", ""Danone"": ""neutral""}",11
2549,"Defence stocks rallied on positive Budget sentiments: Parag Thakkar, HDFC Securities","{""Defence stocks"": ""positive"", ""HDFC Securities"": ""neutral""}",11
2550,"Dena Bank outperforms its peers, stock up 77% since January 2012","{""Dena Bank"": ""positive""}",11
2551,Dhanuka Agritech Q4 Net up 26 pc at Rs 22.46 crore,"{""Dhanuka Agritech"": ""positive""}",11
2552,DHFL profit rises 18% at Rs 152 crore in July-Sept quarter,"{""DHFL"": ""positive""}",11
2553,Dovish US Federal hands euro best weekly gains in 18 months,"{""euro"": ""positive""}",11
2554,"Dow, S&P 500 in record territory after release of Fed minutes","{""Dow"": ""positive"", ""S&P 500"": ""positive""}",11
2555,"Drug major Ranbaxy beats expectations, posts first profit in 6 quarters","{""Ranbaxy"": ""positive""}",11
2556,Edelweiss Financial Services Q2 net up 21% at Rs 96 crore,"{""Edelweiss Financial Services"": ""positive""}",11
2557,EdServ Q3 net up over two fold to Rs 11.54 cr,"{""EdServ"": ""positive""}",11
2558,Eicher's profit jumps 63 pc to Rs 107 cr in July-September,"{""Eicher"": ""positive""}",11
2559,Escorts been trading up pretty well around Rs 80: CK Narayan,"{""Escorts"": ""positive""}",11
2560,Essar Ports gets shareholders' nod to raise up to $1 billion,"{""Essar Ports"": ""positive""}",11
2561,"Expect pharma splendid performance to continue: Dhiraj Sachdev, HSBC AM India","{""pharma"": ""positive"", ""HSBC AM India"": ""neutral""}",11
2562,Expected 30% bottom line growth makes Greaves Cotton attractive: Pankaj Pandey,"{""Greaves Cotton"": ""positive""}",11
2563,Fetise.com raises $5 mn from SeedFund on ET NOWs Super Angels,"{""Fetise.com"": ""positive""}",11
2564,FII exit will not hurt Nifty as retail investors take charge,"{""Nifty"": ""positive""}",11
2565,Finolex on a roll after renewing its focus on pipe business,"{""Finolex"": ""positive""}",11
2566,Firstsource Solutions Q3 net up 5 pc to Rs 35 crore,"{""Firstsource Solutions"": ""positive""}",11
2567,FMCGs to take big hit from possible FII outflow: UR Bhat,"{""FMCG"": ""negative""}",11
2568,Food Corporation of India successfully uses NCDEX spot e-auction trading platform,"{""Food Corporation of India"": ""neutral"", ""NCDEX"": ""neutral""}",11
2569,"Foreign institutional investors pump in Rs 4,900 crore in Indian stocks","{""Indian stocks"": ""positive""}",11
2570,Gammon Infrastructure surges by 10.79% on bourses on rights issue plans,"{""Gammon Infrastructure"": ""positive""}",11
2571,Geojit BNP Paribas Q3 PAT up 21% at Rs 15.75 crore,"{""Geojit BNP Paribas"": ""positive""}",11
2572,Gillette India Q3 net up 15 pc at Rs 27 cr,"{""Gillette India"": ""positive""}",11
